"Paper_ID","title","author","id"
"8728","Investigation of the long- and medium-term drift of Zener diode-based voltage standards.","James E. Walsh|Oliver Power","19083"
"8729","Power-spectrum-analysis-based signal processing system of vortex flowmeters.","Ke-Jun Xu|Xun-Hong Lv|Yun-Zhi Huang","19084"
"8730","Measurements of time-domain voltage/current waveforms at RF and microwave frequencies based on the use of a vector network analyzer for the characterization of nonlinear devices-application to high-efficiency power amplifiers and frequency-multipliers optimization.","Barbara Thibaud|Caroline Arnaud|Denis Barataud|Jean Pierre Villotte|Jean-Michel Nebus|Michel Campovecchio","19085"
"8731","International comparison of power measurements at 33 GHz (GT-RF/92-4).","A. M. Wallace|Dieter Stumpe|Jan P. M. de Vreede|Jeong-Hwan Kim|Jeong-Il Park|John E. Peters|Joseph Achkar|Jürgen Rühaak|Laurent Velasco|M. P. Weidman|Richard F. Clark|Tieren Zhang","19086"
"8732","An arbitrary power law device based on integrators.","Chariya Loescharataramdee|Wijittra Petchakit|Wipa Sangpisit|Wiwat Kiranon","19087"
"8733","Chilean Wine Classification Using Volatile Organic Compounds Data Obtained With a Fast GC Analyzer.","Manuel A. Duarte-Mermoud|Matías A. Bustos|Nicolás H. Beltrán|Sebastián A. Salah|Víctor A. Soto Vicencio","19088"
"8734","Dielectric sleeve resonator techniques for microwave complex permittivity evaluation.","James Baker-Jarvis|Pavel Kabos|Richard G. Geyer","19089"
"8735","Instrument and Measurement Technology Education - A Case Study: Inexpensive Student-Designed Power Monitoring Instrument for Campus Submetering.","Jeffrey Tisa|Peter Mark Jansson|William Kim","19090"
"8736","Small sinusoidal vibrations amplitude measurements with the Michelson interferometer.","Virgil Ivaschescu","19091"
"8737","Design of a 300-kW Calorimeter for Electrical Motor Loss Measurement.","Ian French|Wenping Cao|Xiaoyan Huang","19092"
"8738","A new method to measure the distance between graduation lines on graduated scales.","E. Clayton Teague|Loren W. Linholm|Michael W. Cresswell|Richard A. Allen|William B. Penzes","19093"
"8739","Transients in reconfigurable signal processing channels.","Gyula Simon|Gábor Péceli|Tamás Kovácsházy","19094"
"8740","A Bluetooth Radio Energy Consumption Model for Low-Duty-Cycle Applications.","Marcus Bergblomma|Maria Lindén|Martin C. Ekström|Martin C. Ekström|Mats Björkman","19095"
"8741","Precision determination of the density of a single crystal silicon sphere and evaluation of the Avogadro constant.","A. J. Leistner|B. R. Ward|C. J. Walsh|K. Fen|Leszek S. Wielunski|Michael J. Kenny|Roger P. Netterfield|Walter Giardini","19096"
"8742","Temperature profile investigation of SnO","Ada Fort|Alessandro Burresi|M. Belén Serrano-Santos|Nicola Ulivieri|Santina Rocchi|Valerio Vignoli","19097"
"8743","High-Precision Absolute Rotary Angular Measurement by Using a Multielectrode Circular Position-Sensitive Detector.","H. Inujima|H. Nakajima|K. Sumi","19098"
"8744","High-Accuracy Amplitude and Phase Measurements for Low-Level RF Systems.","Luhong Mao|Rong Liu|Zheng Wang","19099"
"8745","Rapid amplitude and group-delay measurement system based on intra-cavity-modulated swept-lasers.","Chee Seong Goh|K. Hsu|Kazuro Kikuchi|Mark K. Jablonski|Sze Yun Set","19100"
"8746","Low-Contact Resistance Probe Card Using MEMS Technology.","Iftekhar Ibne Basith|Nabeeh Kandalaft|Rashid Rashidzadeh","19101"
"8747","Analysis of Key Comparisons Incorporating Knowledge About Bias.","Anna Chunovkina|Clemens Elster|Ignacio Lira|Wolfgang Woger","19102"
"8748","Quality Assurance for Josephson Array Voltage Standards.","Jinni Lee|Sze Wey Chua|Yinzhu Zhou|Yueyan Shan","19103"
"8749","Measurements and Error Sources in Time Transfer Using Asynchronous Fiber Network.","Carsten Rieck|Kenneth Jaldehag|Per Jarlemark|Per Olof Hedekvist|Peter Löthberg|Ragne Emardson|Sven-Christian Ebenhag","19104"
"8750","Accuracy Budget of Amount-of-Substance Gaseous Standards Based on Absorption Spectroscopy.","M. P. Sassi","19105"
"8751","Instrumentation applications of multibit random-data representation.","Aurel Cornell|Emil M. Petriu|Lichen Zhao|Sunil R. Das|Voicu Z. Groza","19106"
"8752","Characteristic impedance of unbalanced TDR probes.","James A. R. Ball","19107"
"8753","Extension of voltage range for power and energy calibrations.","Gerald J. FitzPatrick|Nile M. Oldham|Oskars Petersons|Thomas L. Nelson","19108"
"8754","Performance Evaluation of Automotive Radars Using Carrier-Phase Differential GPS.","Shuqing Zeng","19109"
"8755","Micro-prober for wafer-level low-noise measurements in MOS devices.","Calogero Pace|Carmine Ciofi|Felice Crupi|Graziella Scandurra","19110"
"8756","Testing microwave devices under different source impedance values-a novel technique for on-line measurement of source and device reflection coefficients.","Andrea Ferrero|Gian Luigi Madonna|Marco Pirola|Umberto Pisani","19111"
"8757","On the Optimization of the Transmitted Beam in Contrast-Enhanced Ultrasound Medical Imaging.","Andrea Trucco|Maria Palmese|Simone Curletto","19112"
"8758","A System Model for Cooperative RFID Readpoints.","Georg Brasseur|Markus Brandner|Michael Goller","19113"
"8759","A New Microwave Axial Tomograph for the Inspection of Dielectric Materials.","Andrea Randazzo|Andrea Salvade|Giovanni Bozza|Matteo Pastorino|Ricardo Monleone","19114"
"8760","DC and Low-Frequency Humidity Dependence of a 20 pF Air-Gap Capacitor.","Gert Rietveld|Helko E. van den Brom","19115"
"8761","Grid Impedance Monitoring System for Distributed Power Generation Electronic Interfaces.","Daniel Pizarro|Emilio José Bueno|Francisco Huerta|Francisco J. Rodriguez|Santiago Cobreces","19116"
"8762","Precision AC-DC Transfer Measurement System Based on a 1000-V Inductive Voltage Divider.","Ilya Budovsky|Thomas Hagen","19117"
"8763","A New and Accurate System for Measuring Cruising Yacht Freeboards With Magnetostrictive Sensors.","Federico Baronti|Gabriele Fantechi|Roberto Roncella|Roberto Saletti","19118"
"8764","Guest editorial.","Barry A. Bell","19119"
"8765","Modeling of switched-capacitor delta-sigma Modulators in SIMULINK.","Hashem Zare-Hoseini|Izzet Kale|Omid Shoaei","19120"
"8766","Speech Quality Evaluation: A New Application of Digital Watermarking.","Jiying Zhao|Libin Cai|Ronghui Tu|Yongyi Mao","19121"
"8767","Static nonlinearity testing of digital-to-analog converters.","Balázs Vargha|Johan Schoukens|Yves Rolain","19122"
"8768","Low-cost lightweight strain measurement system for bicycle application.","F. Chichi|P. Erzegovesi|Romano Giannetti","19123"
"8769","A novel low-cost noncontact resistive potentiometric sensor for the measurement of low speeds.","Gerard C. M. Meijer|Xiujun Li","19124"
"8770","An Improved Max-Log-MAP Algorithm for Turbo Decoding and Turbo Equalization.","Behnam Shahrrava|Leila Sabeti|Majid Ahmadi|Shahram Talakoub","19125"
"8771","Evaluation and Reduction of Calibration Residual Uncertainty in Load-Pull Measurements at Millimeter-Wave Frequencies.","C. R. Bolognesi|Valeria Teppati","19126"
"8772","Adaptive Thresholding for High Dual-Tone Signal Instantaneous Dynamic Range in Digital Microwave Receiver.","Chien-ln Henry Chen|Stephen Benson","19127"
"8773","On-Line Nonintrusive Detection of Wood Pellets in Pneumatic Conveying Pipelines Using Vibration and Acoustic Sensors.","Duo Sun|Gang Lu|Gerry Riley|Lingjun Gao|Matthew Wood|Robert M. Carter|Yong Yan","19128"
"8774","Gas Identification Based on Committee Machine for Microelectronic Gas Sensor.","Amine Bermak|Minghua Shi|Philip C. H. Chan|Sofiane Brahim-Belhouari","19129"
"8775","Modeling Methodology for Analog Front-End Circuits Dedicated to High-Temperature Instrumentation and Measurement Applications.","Dominique Dallet|François Barbara|Sahbi Baccar|Timothée Levi|Vladimir Shitikov","19130"
"8776","Energy-Efficient Distributed Adaptive Multisensor Scheduling for Target Tracking in Wireless Sensor Networks.","Frank L. Lewis|Jianyong Lin|Lihua Xie|Wendong Xiao","19131"
"8777","Automatic Fault Isolation by Cultural Algorithms With Differential Influence.","Antonio Zanesco|Giuseppe Lucariello|Pasquale Arpaia","19132"
"8778","CMRR frequency response of CMOS operational transconductance amplifiers.","Gaetano Palumbo|Gianluca Giustolisi|Giuseppe Palmisano","19133"
"8779","A Data-Fusion Scheme for Quantitative Image Analysis by Using Locally Weighted Regression and Dempster-Shafer Theory.","A. Fahr|David S. Forsyth|Mir-Saeed Safizadeh|Zheng Liu","19134"
"8780","Improvement in Spectral Properties of Quantization Noise of Harmonic Signal Using Multiresolution Quantization.","Gabriel Valky|Karol Kovac|Miroslav Kamensky","19135"
"8781","Special Section on the Intelligent Data Acquisition and Advanced Computer Systems (IDAACS) Workshops.","Anatoly Sachenko|Vladimír Haasz","19136"
"8782","Amplitude-only and complex field measurements for characterizing radiated fields of mobile terminal antennas from a small number of samples.","Outi Kivekäs|Pertti Vainikainen|Tomi Koskinen|Tommi A. Laitinen","19137"
"8783","On strategies for automatic bridge balancing.","Luca Callegaro","19138"
"8784","Comparison Measurement for Specific Absorption Rate With Physically Different Procedure.","Hironobu Shimoji|Yoshinobu Okano","19139"
"8785","A Wireless MEMS Inertial Switch for Measuring Both Threshold Triggering Acceleration and Response Time.","Jiading Bao|Jian Zhao|Kefeng Fan|Pengbo Liu|Renjing Gao|Xiaosong Ma|Zhenan Tang","19140"
"8786","Validation of a Complex Permittivity Meter for Porous Media Operating Between 1 and 20 MHz.","Elian Conejo|Idris Bexi|Jean-Pierre Frangi|Xavier Chavanne","19141"
"8787","Special Section on Sensor Applications.","Deniz Gurkan","19142"
"8788","Optimal Extrinsic Calibration Between a Stereoscopic System and a LIDAR.","Cindy Cappelle|Yassine Ruichek|You Li","19143"
"8789","A Decision-Directed Adaptive Gain Equalizer for Assistive Hearing Instruments.","Ka Fai Cedric Yiu|Kit Yan Chan|Siow Yong Low|Sven Nordholm","19144"
"8790","Stochastic and reactive methods for the determination of optimal calibration intervals.","Dario Petri|Emilia Nunzi|Gianna Panfilo|Paolo Carbone|Patrizia Tavella","19145"
"8791","Fabrication of quantum Hall devices for low magnetic fields.","Bernd Schumacher|Klaus Pierz","19146"
"8792","Comparison of a ground and a satellite clock by three-way microwave time transfer.","E. Sappl","19147"
"8793","Experimental study on active vibration control of a single-link flexible manipulator using tools of fuzzy logic and neural networks.","Amor Jnifene|William Andrews","19148"
"8794","A comprehensive model for power line interference in biopotential measurements.","Mireya Fernandez-Chimeno|Ramon Pallas-Areny","19149"
"8795","Erratum to ""Electromagnetic Analysis and Validation of an Ironless Inductive Position Sensor"" [May 13 1267-1275].","Alessandro Danisi|Alessandro Masi|Roberto Losito|Yves Perriard","19150"
"8796","A Broadband Waveguide Calorimeter in the Frequency Range From 50 to 110 GHz.","Kazuhiro Shimaoka|Moto Kinoshita|Takeumi Inoue","19151"
"8797","Detection of Anomalous Behaviors in Networks From Traffic Measurements.","Claudio Narduzzi|Giada Giorgi","19152"
"8798","Thermal Event Recognition Applied to Protection of Tokamak Plasma-Facing Components.","François Brémond|Gwenaël Dunand|Jean-Marcel Travere|Victor Moncada|Vincent Martin","19153"
"8799","An Original Fuzzy Method for the Comparison of Measurement Results Represented as Random-Fuzzy Variables.","Alessandro Ferrero|Simona Salicone","19154"
"8800","New Design of Quantized Hall Resistance Array Device.","Kenjiro Matsuhiro|Nobu-hisa Kaneko|Shogo Kiryu|Sucheta Gorwadkar|Takehiko Oe|Taro Itatani","19155"
"8801","A Precision On-Chip Measurement Technique for Dielectric Absorption of an Integrated Capacitor.","Oh-Kyong Kwon|Young-Cheon Kwon","19156"
"8802","A Measurement Technique for Verifying the Match Condition of Assembled RFID Tags.","K.-H. Lin|R. Mittra|S.-L. Chen","19157"
"8803","Direction finding in IEEE802.11 wireless networks.","Antonis Kalis|Theodore Antonakopoulos","19158"
"8804","Unscented transform: a powerful tool for measurement uncertainty evaluation.","Leopoldo Angrisani|Massimo D'Apuzzo|Rosario Schiano Lo Moriello","19159"
"8805","A Robust Algorithm to Identify the Test Stimulus in Histogram-Based A/D Converter Testing.","Esa Korhonen|Juha Häkkinen|Juha Kostamovaara","19160"
"8806","Novel opportunities for optical level gauging and 3D-imaging with the photoelectronic mixing device.","Martin Vossiek|Patric Heide|Peter Gulden|Rudolf Schwarte","19161"
"8807","A Simple Multifunctional Fiber Optic Level/Moisture/Vapor Sensor Using Large-Core Quartz Polymer Fiber Pairs.","Tinko A. Eftimov|Wojtek J. Bock","19162"
"8808","Guest EditorialSpecial Section on the 2007 International Conference on Near-Field Imaging and Characterization (ICONIC'07).","Mahta Moghaddam","19163"
"8809","An acoustic method for soil moisture measurement.","Filippo Attivissimo|Francesco Adamo|Gregorio Andria|Nicola Giaquinto","19164"
"8810","RAMSES: RFID Augmented Module for Smart Environmental Sensing.","Danilo De Donno|Luca Catarinucci|Luciano Tarricone","19165"
"8811","Integral magnetic field measurement using an automatic fast long-loop-flip coil system.","Ching-Shiang Hwang|Fu Yuan Lin|Tai-ching Fan","19166"
"8812","Self-checking design, implementation, and measurement of a controller for track-side railway systems.","Cecilia Metra|Diego Marino|Luca Schiano","19167"
"8813","Measurement of vibrato in lyric singers.","Alfonso Carlosena|Amaya Ezcurra|Ixone Arroabarren|José Bretos|Miroslav Zivanovic","19168"
"8814","On-Chip Stimulus Generator for Gain, Linearity, and Blocking Profile Test of Wideband RF Front Ends.","Jerzy Dabrowski|N. Ahsan|Rashad Ramzan","19169"
"8815","Using a high-value resistor in triangle comparisons of electrical standards.","Neil M. Zimmerman|Randolph E. Elmquist|William H. Huber","19170"
"8816","A Virtual Instrument for the Testing and Performance Evaluation of a Microsatellite Power Supply System.","Chao Zheng|Kay-Soon Low","19171"
"8817","A planar Bi-Sb multijunction thermal converter with small ac-dc transfer differences.","Hyun-Cheol Lee|Jin-Sup Kim|Jong-Hyun Lee|Jung-Hee Lee|Se Il Park|Sung-Won Kwon","19172"
"8818","Reduction of Parasitic Capacitance Impact in Low-Power SAR ADC.","Chenglong Zhang|Haibo Wang","19173"
"8819","Time-Domain Free-Field Measurements of the Relative Permittivity of Building Materials.","B. Riddle|Chriss A. Grosvenor|James Baker-Jarvis|Michael D. Janezic|Robert T. Johnk","19174"
"8820","A measurement method based on a modified version of the chirplet transform for instantaneous frequency estimation.","Leopoldo Angrisani|Mauro D'Arco","19175"
"8821","Temperature Compensation and Data Fusion Based on a Multifunctional Gas Detector.","Dong Li|Jie Li|Jinbiao Yu|Qilin Dai|Xiaobei Ma|Yunpeng Lv","19176"
"8822","Fast Psychrometers as New SU-8 Based Microsystems.","Bruno Bêche|E. Gaviot|F. Polet|L. Camberlein|N. Pelletier|Nicolas Giordani","19177"
"8823","Technique and Apparatus for Accurate Cross-Sectional Stress Profiling of Optical Fibers.","Michael R. Hutsel|R. Reeve Ingle|Thomas K. Gaylord","19178"
"8824","Automatic measurement system for degradation analysis in thin-film AlCu metallizations.","M. Catelani|R. Nicoletti","19179"
"8825","Temperature Dependence Cancellation of the Cs Clock Frequency in the Presence of Ne Buffer Gas.","Emeric de Clercq|Olga Kozlova|Rodolphe Boudot|Stéphane Guérandel","19180"
"8826","Advance Oscilloscope Triggering.","A. K. Agarwala|D. T. Shahani|M. Mahfooz Alam|Shakeb Ahmad Khan","19181"
"8827","Hall-Probe Bench for Insertion-Device Characterization at LNLS.","Evandro Conforti|Giancarlo Tosin|James F. Citadini","19182"
"8828","A suspended laser interferometer for determining the Newtonian constant of gravitation.","D. S. Robertson|Harold V. Parks|James E. Faller","19183"
"8829","Dual-Channel Pseudorandom Sequence Generator With Precise Time Delay Between Its Two Channels.","Lijun Xu|Xiaomin Li","19184"
"8830","Power voltage source synchronized with a spectrometer for real-time spectroscopic studies of pulsed discharges.","Aldo Marenzana|Bernardo J. A. Gomez|Jorge N. Feugeas|Sonia P. Brühl","19185"
"8831","Binder Identification by Means of Phantom Measurements.","Carine Neus|J. Maes|Leo Van Biesen|Patrick Boets|Wim Foubert|Yves Rolain","19186"
"8832","Gaussian synapse ANNs in multi- and hyperspectral image data analysis.","Fernando López-Peña|Juan Luis Crespo|Richard J. Duro","19187"
"8833","Automatic gain control for image-intensified camera.","Kim R. Fowler","19188"
"8834","A measurement system for on-line estimation of weed coverage.","Marco Parvis|Marco Pirola","19189"
"8835","Fault Detection and Classification in Medium Voltage DC Shipboard Power Systems With Wavelets and Artificial Neural Networks.","Antonello Monti|Ferdinanda Ponci|Weilin Li","19190"
"8836","On the Performance Gain of the FFT Filter-Bank-Based Summation and Majority CFAR Detectors.","François Patenaude|Robert J. Inkol|Sichun Wang|Sreeraman Rajan","19191"
"8837","A Phase-Locked Loop for the Synchronization of Power Quality Instruments in the Presence of Stationary and Transient Disturbances.","Antonio Cataliotti|Salvatore Nuccio|Valentina Cosentino","19192"
"8838","A near-field-sensing transceiver for intrabody communication based on the electrooptic effect.","Hakaru Kyuragi|Katsuyuki Ochiai|Masaaki Fukumoto|Mitsuru Shinagawa","19193"
"8839","Analysis of the Residual Spectrum in ADC Dynamic Testing.","Dusan Agrez","19194"
"8840","Modeling and Measuring Link Capacity in Communication Networks.","Aniello Napolitano|Leopoldo Angrisani|Michele Vadursi","19195"
"8841","A Wireless Sensor Readout System - Circuit Concept, Simulation, and Accuracy.","Leonhard Reindl|Reinhard Nopper|Remigius Has","19196"
"8842","A Novel Versatile Precision Full-Wave Rectifier.","A. Baishya|Mahipal Singh|P. P. Sahu","19197"
"8843","Application of a Logarithmic Complementary Metal-Oxide-Semiconductor Camera in White-Light Interferometry.","Fereydoun Lakestani|Maurice P. Whelan|Michael J. Connelly|Patrick Egan","19198"
"8844","Metal Bulk Foil Resistor Characterization for BAW Application at Low Cryogenic Temperatures.","Daniel L. Creedon|Jean-Michel Le Floch|Maxim Goryachev|Michael E. Tobar|Romain Bara-Maillet","19199"
"8845","","Burghard Lipphardt|Christian Tamm|Ekkehard Peik|Harald Schnatz|Robert Wynands|Stefan Weyers|Tobias Schneider","19200"
"8846","Fiber-Based Acetylene-Stabilized Laser.","Kaj Nyholm|Mikko Merimaa|Ville Ahtee","19201"
"8847","An algorithm for accurately estimating the harmonic magnitudes and phase shifts of periodic signals with asynchronous sampling.","Gregory A. Kyriazis|Marcello L. R. de Campos","19202"
"8848","Progress toward absolute frequency measurements of the ","F. Ducos|Giovanni Daniele Rovera|Jean-Jacques Zondy|Ouali Acef|Y. Hadjar","19203"
"8849","An automatic test equipment for the calibration of voltage transducers.","A. Briani|Carlo Muscas|Lorenzo Peretto|Renato Sasdelli","19204"
"8850","Effects of DUT mismatch on the noise figure characterization: a comparative analysis of two Y-factor techniques.","Juan-Mari Collantes|Mohamed Sayed|Roger D. Pollard","19205"
"8851","Selecting test frequencies for two-tone phase plane analysis of ADCs.","Jerome J. Blair","19206"
"8852","An improved image processing-based method for disturbance classification in telecommunication networks.","Gioacchino Truglia|Sergio Rapuano","19207"
"8853","Measurement Uncertainty: Literature Review and Research Trends.","Carla Schwengber ten Caten|Pedro da Silva Hack","19208"
"8854","Adaptive High-Performance Velocity Evaluation Based on a High-Resolution Time-to-Digital Converter.","John N. Lygouras|Kostas N. Tarchanidis|Theodore P. Pachidis|Vassilis S. Kodogiannis","19209"
"8855","Polynomial Implementation of the Taylor-Fourier Transform for Harmonic Analysis.","José Antonio de la O. Serna|Miguel Angel Platas-Garza","19210"
"8856","The influence of electric-field bending on the nonlinearity of capacitive sensors.","Gerard C. M. Meijer|Gerben de Jong|Xiujun Li","19211"
"8857","Four-port AC quantized Hall resistance measurements.","Brian W. Ricketts|Greig W. Small|H. Leigh Johnson|John R. Fiander","19212"
"8858","Simplified calculus for the design of a cryogenic current comparator.","Agustín Camón|Conrado Rillo|Elena Bartolomé|Gert Rietveld|Jaap Flokstra|Javier Sesé","19213"
"8859","To What Extent Can the Current Amplitude Linearity of Rogowski Coils Be Verified?","Branislav Djokic|Dennis E. Destefan|John D. Ramboz","19214"
"8860","A Holographic In-Line Imaging System for Meteorological Applications.","Anssi J. Makynen|Dmitry Ekimov|Ville A. Kaikkonen","19215"
"8861","Building Dynamic Social Network From Sensory Data Feed.","Abdulmotaleb El-Saddik|Md. Abdur Rahman|Wail Gueaieb","19216"
"8862","Seat Occupancy Detection Based on Capacitive Sensing.","Boby George|Georg Brasseur|Hubert Zangl|Thomas Bretterklieber","19217"
"8863","Continuous-Time Noise Modeling From Sampled Data.","Johan Schoukens|Patrick Guillaume|Rik Pintelon","19218"
"8864","An intelligent measurement system for powder flowrate measurement in pneumatic conveying system.","Baoliang Wang|Haiqing Li|Zhiyao Huang","19219"
"8865","Automatic test equipment for the measurement of symmetrical and asymmetrical RF interference based on hybrid junctions.","Antonio De Bonitatibus|Carmine Landi|Claudio De Capua","19220"
"8866","Leading-Subcycles Capacitor Error-Averaging Scheme for Cyclic ADCs.","Chun-Hsien Kuo|Tai-Haur Kuo|Tso-Hung Fan","19221"
"8867","Miniature Carbon Monoxide Detector Based on Nanotechnology.","Ezzat G. Bakhoum|Marvin H. M. Cheng","19222"
"8868","An intelligent pressure sensor using neural networks.","Alex C. Kot|Ganapati Panda|Jagdish Chandra Patra","19223"
"8869","Quantitative Evaluation of Impacts of Random Errors on ALS Accuracy Using Multiple Linear Regression Method.","Jianjun Wang|Lijun Xu|Xiaolu Li|Zhongyi Quan","19224"
"8870","A new low-cost RF built-in self-test measurement for system-on-chip transceivers.","Bruce C. Kim|Iboun Taimiya Sylla|Jee-Youl Ryu","19225"
"8871","Comparison between thin film and bonded powder phosphors for thermographic sensing in gas turbine engines.","Andrew J. Simons|Clive B. Thomas|Ian P. McClean|John E. Mutton","19226"
"8872","Computer-Controlled Inductive Bridge Standards for Calibrating AC Resistance Thermometry Bridges at Low Frequencies.","Günther Ramm|Harald Moser|Reinhold Vollmert","19227"
"8873","Northern Cross Radiotelescope: Test and Measurements of Reliability Performance on Radioreceiver Chains.","Federico Perini|Germano Bianchi|Iacopo Trotta|Marcantonio Catelani|Roberto Singuaroli|Stelio Montebugnoli|Valeria L. Scarano","19228"
"8874","Logic Built-In Self-Test for Core-Based Designs on System-on-a-Chip.","Chien-In Henry Chen|Kiran George","19229"
"8875","Analytic Multisource Data Fusion and its Application to a Large-Scale Optical PSD.","Christoph Gugg|Matthew Harker|Paul O'Leary","19230"
"8876","Low-frequency characteristics of thin-film multijunction thermal voltage converters.","Bryan Christopher Waltrip|Mark E. Parker|Nile M. Oldham|Svetlana Avramov-Zamurovic","19231"
"8877","A Wireless Measurement System for Estimation of Human Exposure to Vibration During the Use of Handheld Percussion Machines.","Antonella Meduri|Claudio De Capua|Rosario Morello","19232"
"8878","Reproducibility of transmission line measurement of bipolar I-V characteristics of MOSFETs.","K. F. Lo|R. Chan|S. Fung|T. P. Chen","19233"
"8879","Application of Support Vector Machine and Genetic Algorithm for Improved Blood Cell Recognition.","Krzysztof Siwek|Robert Siroic|Stanislaw Osowski|Tomasz Markiewicz","19234"
"8880","A Study on Uncertainty-Complexity Tradeoffs for Dynamic Nonlinear Sensor Compensation.","Andrea Boni|Anna Marconato|Dario Petri|Michele Gubian","19235"
"8881","Nonparametric spectrum interpolation methods: a comparative study.","Alfonso Carlosena|Miroslav Zivanovic","19236"
"8882","Remaining Capacity Measurement and Analysis of Alkaline Batteries for Wireless Sensor Nodes.","Adriano B. da Cunha|B. R. de Almeida|Diógenes Cecilio da Silva Jr.","19237"
"8883","Output Impedance Measurement in Low-Power Sources and Conditioners.","Roberto E. Serrano-Finetti","19238"
"8884","Use of the Allan deviation and linear prediction for the determination of the uncertainty on time calibrations against predicted timescales.","Laurent-Guy Bernier","19239"
"8885","Automatic microcalorimeter system for broadband power measurement in 75 GHz-110 GHz range.","Takeumi Inoue|Yoshinobu Okano","19240"
"8886","A fast-pulse oscilloscope calibration system.","Gerard N. Stenbakken|John P. Deyst|Nicholas G. Paulter Jr.|T. Michael Souders|Tamás Dabóczi","19241"
"8887","Stable Approximation of Unstable Transfer Function Models.","László Balogh|Rik Pintelon","19242"
"8888","Bandwidth Measurement Method for Quasi-Monochromatic Light Sources.","Andrzej W. Domanski|Daniel Budaszewski|Rafal Cieslak|Tomasz R. Wolinski","19243"
"8889","Analyzing OTDR Measurement Data Using the Kalman Filter.","Jaehong Park|Jinho Sung|Sung Ryul Hong|Yongmin Kim 0002","19244"
"8890","A New Measurement System for the Perpendicular Complex Permittivity to DUT Sheet by Stripline Simulation.","Hirosuke Suzuki|Tomio Hotchi|Toshio Nojima","19245"
"8891","Analysis of the Effect of DAC Resolution on AC Voltage Generated by Digitally Synthesized Source.","Marian Kampik","19246"
"8892","Finite Record Effects of the Errors-in-Variables Estimator for Linear Dynamic Systems.","Gerd Vandersteen|Kurt Barbé|Rik Pintelon","19247"
"8893","GPS-Based System for the Measurement of Synchronized Harmonic Phasors.","Andrea Carta|Carlo Muscas|Nicola Locci","19248"
"8894","Length Sensing and Control in the Virgo Gravitational Wave Interferometer.","A. Brillet|A. Di Virgilio|A. Freise|A. Gennai|A. Giazotto|A. Masserot|A. Pai|A. Pasqualetti|A. Remillieux|A. Spallicci|A.-C. Clapson|Alessandra Toncelli|Andrea Vicerè|Antonio Eleuteri|B. Dujardin|B. Mours|B. Perniola|C. Boccara|C. Bradaschia|C. Corda|C. Moins|C. N. Man|C. Palomba|D. Babusci|D. Buskulic|D. Enard|D. Grosjean|D. Passuello|D. Tombolato|D. Verkindt|E. Calloni|E. Campagna|E. Chassande-Mottin|E. Majorana|E. Tournefier|Elena Cuoco|F. Beauville|F. Bondu|F. Cavalier|F. Cleva|F. Fidecaro|F. Frasconi|F. Marion|F. Martelli|F. Paoletti|F. Piergiovanni|F. Ricci|F. Vetrano|Fabio Marchesoni|Fabrizio Barone|Fausto Acernese|Flavio Travasso|G. Ballardin|G. Cella|G. Giordano|G. Guidi|G. Vajente|Giovanni Losurdo|Giovanni Russo|H. Heitmann|Helios Vocca|I. Ferrante|I. Fiori|I. Ricciardi|J. Marque|J. Moreau|J.-D. Fournier|J.-M. Mackowski|J.-P. Coulon|J.-Y. Vinet|K. Qipiani|L. Barsotti|L. Bosi|L. Brocco|L. Di Fiore|L. Giordano|L. Holloway|L. Pinard|Leopoldo Milano|Luca Gammaitoni|M. A. Bizouard|M. Al-Shourbagy|M. Barsuglia|M. Davier|M. Loupias|M. Punturo|M. Yvert|Marco Mantovani|Massimo Mazzoni|Mauro Tonelli|N. Morgado|P. Amico|P. Hello|P. Puppo|P. Rapagnani|P. Ruggi|Paolo La Penna|R. Barille|R. Cavalieri|R. Flaminio|R. Gouaty|R. Passaquieti|R. Poggiani|R. Taddei|Rosario De Rosa|Ruggero Stanga|S. Aoudia|S. Avino|S. Braccini|S. Frasca|S. Hebri|S. Kreckelbergh|S. Pardi|S. Solimeno|V. Brisson|V. Dattilo|V. Reita|Vincent Loriette|Z. Zhang","19249"
"8895","Impedance of the eddy-current displacement probe: the transformer model.","Darko Vyroubal","19250"
"8896","A Multi-Tag Emulator for the UHF RFID System.","Chun Zhang|Qi Peng|Zhihua Wang","19251"
"8897","Oxide Layer Mass Determination at the Silicon Sphere of the Avogadro Project.","Hans-Ulrich Danzebrink|Horst Bettin|Ingo Busch|Michael Borys|Michael Krumrey","19252"
"8898","Graphene Epitaxial Growth on SiC(0001) for Resistance Standards.","Albert V. Davydov|David B. Newell|Eric A. Lass|Fan-Hung Liu|George R. Jones|Johannes A. Soons|Mariano A. Real|Randolph E. Elmquist|Tian Shen","19253"
"8899","Time-of-flight measurement of ultrasonic pulse echoes using wavelet networks.","Domenico Grimaldi","19254"
"8900","Enhancing MPS Signal by Bipolar Pulse Excitation and Interference of Reflection Wave.","Bo Ye|Chao Deng|Fengjiang Liu|Leimin Wang|Yihua Kang|Zhen Guo","19255"
"8901","The theoretical analysis of open-loop characteristic for double magnetic detector comparator.","Huayun Yang|Shiyan Ren|Xiaowei Wang","19256"
"8902","Calibration of an integrated robotic multimodal range scanner.","Christopher S. Yang|Phillip Curtis|Pierre Payeur","19257"
"8903","Analysis of a dual-balance high-resistance bridge at 10 TΩ.","Dean G. Jarrett","19258"
