Keyword_ID,key,topic,Topic_ID
38800,VLBI,Behavior,44
38801,Year-End,LanguageProcessing,37
38802,visual,TissueEngineering,23
38803,Parametric,3DPrinting,21
38804,Carrier,3DPrinting,21
38805,Password,Virology,41
38806,Secure,QuantumPhysics,34
38807,bridge,ClimateChange,1
38808,maintenance,Neuroscience,9
38809,POEM,SpaceExploration,12
38810,metrology,LanguageProcessing,37
38811,relationship,Wearables,32
38812,Quality,Robotics,8
38813,Cell,Psychology,17
38814,low-cost,Economics,49
38815,Element,QuantumComputing,5
38816,Plasma,QuantumComputing,5
38817,Arbitrary,Virology,41
38818,harmonic,Bioinformatics,2
38819,Nonparametric,GenomeEditing,10
38820,SoC,Behavior,44
38821,Evaluating,Behavior,44
38822,connectivity,Pollution,31
38823,electrostatic,Pollution,31
38824,SRRC,Immunology,46
38825,fields,StemCells,6
38826,Brescia,Genetics,35
38827,Vittoria,3DPrinting,21
38828,Alata,3DPrinting,21
38829,Pockels,RenewableEnergy,7
38830,effect,Behavior,44
38831,Coordinate,Atmosphere,38
38832,Directional,ClimateChange,1
38833,Pad,Bioinformatics,2
38834,Repositories,Genetics,35
38835,Anomaly,Neuroscience,9
38836,UWB,SpaceExploration,12
38837,Vector-Stabilized,Epidemiology,4
38838,Setups,GameTheory,30
38839,microforce,Pollution,31
38840,shunt,BiomedicalImaging,18
38841,flat,SocialNetworks,11
38842,strap,Neuroscience,9
38843,Varactors,Genetics,35
38844,advanced,Psychology,17
38845,Phase,Modeling,28
38846,velocity,Agriculture,19
38847,warblet,TissueEngineering,23
38848,built-in,SocialNetworks,11
38849,self-testing,Nanotechnology,3
38850,Considerations,3DPrinting,21
38851,FLANN,CancerBiology,29
38852,Pressure,QuantumPhysics,34
38853,Small,Atmosphere,38
38854,Reference,EvolutionaryBiology,20
38855,Conductance,CancerBiology,29
38856,Oxygen,GenomeEditing,10
38857,Material,DataScience,47
38858,Multicomponent,GameTheory,30
38859,Variate,Humanities,40
38860,kiloampere-turns,BiomedicalImaging,18
38861,calibrating,QuantumPhysics,34
38862,planes,Cybersecurity,13
38863,antenna,AugmentedReality,25
38864,thickness,Pollution,31
38865,gravity,DataScience,47
38866,Variance,Robotics,8
38867,Fully,DrugDiscovery,14
38868,techniques,Pollution,31
38869,fuel,Wearables,32
38870,Silicon,Neuroscience,9
38871,depth,Epidemiology,4
38872,Stimulus,Virology,41
38873,Fiber-optic,GameTheory,30
38874,Manifold,Epidemiology,4
38875,Signature,Transportation,43
38876,Metal,SpaceExploration,12
38877,Temperature-Stable,Epidemiology,4
38878,Clearance,Robotics,8
38879,Interpolating,Astrophysics,42
38880,Meshes,Humanities,40
38881,Perception,ArtificialIntelligence,0
38882,Single-photon,QuantumPhysics,34
38883,optics,Nanotechnology,3
38884,avalanche,Economics,49
38885,traces,Ecology,36
38886,Benchmarking,Virology,41
38887,Measures,Agriculture,19
38888,Conclusions,Bioinformatics,2
38889,CEM,Astrophysics,42
38890,Predictive,SpaceExploration,12
38891,Specific,EvolutionaryBiology,20
38892,Teleoperation,Nanotechnology,3
38893,Haptic,ClimateChange,1
38894,LDV,TissueEngineering,23
38895,Triangular,LanguageProcessing,37
38896,Sinusoidal,Virology,41
38897,Avogadro,StemCells,6
38898,Density,WirelessCommunication,27
38899,weighing,Astrophysics,42
38900,accuracy,Rights,48
38901,Electrolytic,Modeling,28
38902,Verification,DrugDiscovery,14
38903,Stochastic,Modeling,28
38904,nonlinearity,Wearables,32
38905,Marks,TissueEngineering,23
38906,Taster,Epidemiology,4
38907,Tea,DataScience,47
38908,BIPM,Agriculture,19
38909,Restoration,QuantumPhysics,34
38910,Container,IoT,45
38911,Crane,TissueEngineering,23
38912,Scatter,Neuroscience,9
38913,Universal,3DPrinting,21
38914,Chromatography,GenomeEditing,10
38915,Headrest,Human-ComputerInteraction,15
38916,Fine,Epidemiology,4
38917,bus,Cybersecurity,13
38918,Gas,Modeling,28
38919,Metering,Materials,39
38920,Problems,Robotics,8
38921,Fibers,Transportation,43
38922,Testable,Cryptocurrencies,24
38923,filters,Transportation,43
38924,high,Epidemiology,4
38925,Nonlocal,Cryptocurrencies,24
38926,hysteresis,EvolutionaryBiology,20
38927,high-resolution,Paleontology,26
38928,MoSi,Ecology,36
38929,Constants,Human-ComputerInteraction,15
38930,Weighing,Oceanography,22
38931,Electron,AugmentedReality,25
38932,Computing,Bioinformatics,2
38933,Preprocessing,Transportation,43
38934,Inphase,ClimateChange,1
38935,Quadrature,QuantumComputing,5
38936,Imbalance,Economics,49
38937,Estimators,Cryptocurrencies,24
38938,conditions,Cryptocurrencies,24
38939,contrast,Nanotechnology,3
38940,Vibration,Nanotechnology,3
38941,Locations,Rights,48
38942,Device,Materials,39
38943,Aerodynamic,Humanities,40
38944,Coefficients,Astrophysics,42
38945,Tissue,Nanotechnology,3
38946,Robots,Psychology,17
38947,Variation,WirelessCommunication,27
38948,Nose,ClimateChange,1
38949,Coffee,QuantumPhysics,34
38950,DWDM,WirelessCommunication,27
38951,Ultra-fast,Cryptocurrencies,24
38952,BIT,Wearables,32
38953,Facts,Ecology,36
38954,fiction,Bioinformatics,2
38955,Multichannel,Immunology,46
38956,Open-ended,GameTheory,30
38957,coaxial-line,Psychology,17
38958,Plasmon,Human-ComputerInteraction,15
38959,Correction,Virology,41
38960,NDI,WirelessCommunication,27
38961,millimeter-waves,GameTheory,30
38962,delamination,Modeling,28
38963,adaptive,Genetics,35
38964,Hamon,Epidemiology,4
38965,drives,DataScience,47
38966,feasible,Robotics,8
38967,Folded,Economics,49
38968,Interpolated,Materials,39
38969,ranges,RenewableEnergy,7
38970,Unwrapping,Modeling,28
38971,Interlaced,ClimateChange,1
38972,Formula,CancerBiology,29
38973,Shaft,Behavior,44
38974,nonlinearities,Atmosphere,38
38975,encoder,AugmentedReality,25
38976,Sectioning,Economics,49
38977,Profiles,DrugDiscovery,14
38978,LPFG,Virology,41
38979,Shape,Atmosphere,38
38980,Profilometry,RenewableEnergy,7
38981,Unified,Cryptocurrencies,24
38982,Procedure,QuantumComputing,5
38983,Low-Frequent,Nanotechnology,3
38984,Forced,SocialNetworks,11
38985,Apparatus,SocialNetworks,11
38986,bilinear,LanguageProcessing,37
38987,cubic,Cybersecurity,13
38988,spline,GenomeEditing,10
38989,Index,ClimateChange,1
38990,Racket,Wearables,32
38991,Maintenance,Atmosphere,38
38992,Array,Human-ComputerInteraction,15
38993,Bias,Ecology,36
38994,Measured,Agriculture,19
38995,Quantity,StemCells,6
38996,GSM,SocialNetworks,11
38997,stations,TissueEngineering,23
38998,Scanning,EvolutionaryBiology,20
38999,evaluate,Robotics,8
39000,serial,DrugDiscovery,14
39001,difference,GenomeEditing,10
39002,Alternative,QuantumPhysics,34
39003,Adaptor,Epidemiology,4
39004,markers,SocialNetworks,11
39005,microcontroller-based,Wearables,32
39006,sizing,Robotics,8
39007,Domain,Virology,41
39008,Reproduction,Pollution,31
39009,displacement,Robotics,8
39010,Remote,Nanotechnology,3
39011,Basic,Astrophysics,42
39012,Batteries,Modeling,28
39013,microcalorimeters,Atmosphere,38
39014,Accelerators,Humanities,40
39015,Conditioning,Ecology,36
39016,Balance,Neuroscience,9
39017,Concrete,BiomedicalImaging,18
39018,Circulators,Behavior,44
39019,selection,Genetics,35
39020,Approaching,Pollution,31
39021,Winding,QuantumPhysics,34
39022,Transformers,IoT,45
39023,Magnetic,CancerBiology,29
39024,divider,GameTheory,30
39025,determine,Materials,39
39026,Teleoperated,ArtificialIntelligence,0
39027,tactile,Virology,41
39028,Spectrometer,Paleontology,26
39029,variables,Wearables,32
39030,Harvesters,Atmosphere,38
39031,Calibrators,DataScience,47
39032,Energy-based,RenewableEnergy,7
39033,filter,Neuroscience,9
39034,effective,WirelessCommunication,27
39035,Scoliosis,ClimateChange,1
39036,Quantify,BiomedicalImaging,18
39037,Driving,TissueEngineering,23
39038,Arms',Economics,49
39039,Neuromuscular,Transportation,43
39040,Counting,Psychology,17
39041,Estimations,DrugDiscovery,14
39042,Node,DrugDiscovery,14
39043,Loci,Neuroscience,9
39044,match-based,Cybersecurity,13
39045,Liquid,ClimateChange,1
39046,Crystal,EvolutionaryBiology,20
39047,Fluctuations,Oceanography,22
39048,PVDF,Materials,39
39049,films,Humanities,40
39050,AMPS,Modeling,28
39051,Aachen,Wearables,32
39052,Germany,SocialNetworks,11
39053,Helical,IoT,45
39054,lines,Atmosphere,38
39055,stability,Agriculture,19
39056,Speeding-up,SpaceExploration,12
39057,Contribution,Behavior,44
39058,CMF,3DPrinting,21
39059,transducers,Astrophysics,42
39060,high-accuracy,DrugDiscovery,14
39061,interpretation,GenomeEditing,10
39062,fuzzy,Cybersecurity,13
39063,linguistic-based,Materials,39
39064,Validations,Cybersecurity,13
39065,Note,Agriculture,19
39066,Vacuum,Genetics,35
39067,Levitation,Economics,49
39068,Canceler,Atmosphere,38
39069,Detected,Neuroscience,9
39070,radiography,Cryptocurrencies,24
39071,Robust,Atmosphere,38
39072,Path,Paleontology,26
39073,Conductors,WirelessCommunication,27
39074,Environmental,Rights,48
39075,pulverized,Addiction,33
39076,Glass,Epidemiology,4
39077,Registration,Rights,48
39078,Brightness,Cybersecurity,13
39079,Quasistatic,Wearables,32
39080,parameters,GenomeEditing,10
39081,criteria,Robotics,8
39082,square-wave,Cybersecurity,13
39083,Tool,Economics,49
39084,tap-testing,Pollution,31
39085,DGPS,Nanotechnology,3
39086,setups,Modeling,28
39087,Texture,AugmentedReality,25
39088,flip-chip,WirelessCommunication,27
39089,Kriging,Humanities,40
39090,Assistance,Genetics,35
39091,Inexpensive,Epidemiology,4
39092,Wiener,Materials,39
39093,strain,SpaceExploration,12
39094,Theories,IoT,45
39095,Indirect,GenomeEditing,10
39096,Capacitance-Increase,EvolutionaryBiology,20
39097,statement,RenewableEnergy,7
39098,domain,Addiction,33
39099,accumulated,Wearables,32
39100,Configurations,Cybersecurity,13
39101,Sphere,EvolutionaryBiology,20
39102,Natural,StemCells,6
39103,experimenting,Virology,41
39104,manufacturing,UrbanPlanning,16
39105,Specifications,Immunology,46
39106,Loopback,IoT,45
39107,Approximating,Agriculture,19
39108,Symmetric,SpaceExploration,12
39109,In-service,Bioinformatics,2
39110,nonintrusive,GenomeEditing,10
39111,multijunction,Modeling,28
39112,Multivariate,ArtificialIntelligence,0
39113,pipelined,3DPrinting,21
39114,Weakly,Economics,49
39115,Dielectric,CancerBiology,29
39116,plug-loaded,AugmentedReality,25
39117,EMF,Economics,49
39118,probes,ArtificialIntelligence,0
39119,Diodes,Oceanography,22
39120,Quenching,CancerBiology,29
39121,Anemometry,SpaceExploration,12
39122,Preprocessor,3DPrinting,21
39123,Expression,Humanities,40
39124,Mathematical,CancerBiology,29
39125,microspectrometers,IoT,45
39126,integrated,Epidemiology,4
39127,KYF,IoT,45
39128,Cavity,QuantumComputing,5
39129,Optically,Paleontology,26
39130,POS,IoT,45
39131,Scale,Modeling,28
39132,Effective,Genetics,35
39133,LRRM,IoT,45
39134,analyzers,Astrophysics,42
39135,theoretical,Rights,48
39136,1996-1999,DataScience,47
39137,international,UrbanPlanning,16
39138,Art,Nanotechnology,3
39139,induction,RenewableEnergy,7
39140,motor,Bioinformatics,2
39141,Noxious,Rights,48
39142,Converters,Materials,39
39143,Hardware,Epidemiology,4
39144,Realignment,Bioinformatics,2
39145,Mirror,Materials,39
39146,Variables,IoT,45
39147,Waveforms,StemCells,6
39148,Blood,Psychology,17
39149,Environmental-based,SpaceExploration,12
39150,Determinations,GameTheory,30
39151,Strain,Agriculture,19
39152,multiphase,Genetics,35
39153,sinewave,Rights,48
39154,SCADA,ArtificialIntelligence,0
39155,HMI,BiomedicalImaging,18
39156,Reduction,Pollution,31
39157,mirror,Rights,48
39158,Perceptrons,Cybersecurity,13
39159,Ships,Nanotechnology,3
39160,Marine,Astrophysics,42
39161,Electrode,Genetics,35
39162,Enhanced,Virology,41
39163,sensitivity,Rights,48
39164,state,Cybersecurity,13
39165,nanovoltmeter,Pollution,31
39166,Cooling,LanguageProcessing,37
39167,DSL,TissueEngineering,23
39168,Lens,Oceanography,22
39169,Transducer,SocialNetworks,11
39170,Black,SpaceExploration,12
39171,Selectivity,Ecology,36
39172,ATE,Cryptocurrencies,24
39173,BIST,Modeling,28
39174,Heuristic,RenewableEnergy,7
39175,Mitigation,IoT,45
39176,ground,Modeling,28
39177,Built-In,LanguageProcessing,37
39178,interferometry,QuantumComputing,5
39179,Propagative,Addiction,33
39180,Smart,Oceanography,22
39181,quality,Materials,39
39182,Audio,QuantumPhysics,34
39183,Grids,RenewableEnergy,7
39184,Placement,Psychology,17
39185,Bogie,Neuroscience,9
39186,Modulators,Bioinformatics,2
39187,Relations,Behavior,44
39188,Map,WirelessCommunication,27
39189,Launchers,Oceanography,22
39190,Gradient,DrugDiscovery,14
39191,Factor,Wearables,32
39192,Camera,Addiction,33
39193,Luminance,Transportation,43
39194,Retroreflectivity,DataScience,47
39195,Newton-type,Cryptocurrencies,24
39196,motors,StemCells,6
39197,Iodine,Atmosphere,38
39198,stabilized,WirelessCommunication,27
39199,Home,Bioinformatics,2
39200,Tube,Paleontology,26
39201,Work,CancerBiology,29
39202,Rapidly,Economics,49
39203,Differentiator,3DPrinting,21
39204,Integrator,Addiction,33
39205,Corrections,Cybersecurity,13
39206,Timebase,BiomedicalImaging,18
39207,determination,Oceanography,22
39208,near-field,StemCells,6
39209,Vehicle,Humanities,40
39210,sound,Nanotechnology,3
39211,Miniaturized,GenomeEditing,10
39212,Rangefinding,Pollution,31
39213,Eddy,Astrophysics,42
39214,Stationary,AugmentedReality,25
39215,Non-invasive,Epidemiology,4
39216,action,Rights,48
39217,Oscilloscopes,Wearables,32
39218,Intercomparison,Economics,49
39219,MOS,Human-ComputerInteraction,15
39220,transistors,GameTheory,30
39221,balun,Oceanography,22
39222,chokes,QuantumComputing,5
39223,Oxidase-coupled,Addiction,33
39224,amperometric,BiomedicalImaging,18
39225,Beta,3DPrinting,21
39226,autoregressive,ArtificialIntelligence,0
39227,seismology,3DPrinting,21
39228,Mechanically,Materials,39
39229,Reversible-logic,Ecology,36
39230,testability,Modeling,28
39231,existing,Psychology,17
39232,watt-converters,Neuroscience,9
39233,multipliers,IoT,45
39234,margins,Cybersecurity,13
39235,Seebeck,Oceanography,22
39236,Light,RenewableEnergy,7
39237,variability,Materials,39
39238,texture,Wearables,32
39239,Internal,IoT,45
39240,Investigations,Cybersecurity,13
39241,finite,Virology,41
39242,Location,Rights,48
39243,sonar,GenomeEditing,10
39244,corrected,Ecology,36
39245,Phase-shift,Human-ComputerInteraction,15
39246,ambiguity,Epidemiology,4
39247,DCT,Neuroscience,9
39248,JPEG,Human-ComputerInteraction,15
39249,Evidential,DrugDiscovery,14
39250,mapping,Epidemiology,4
39251,Polarization-versed,Ecology,36
39252,RFID,UrbanPlanning,16
39253,Technologies,StemCells,6
39254,Regulator,Oceanography,22
39255,Unobtrusive,Materials,39
39256,Polynomial,AugmentedReality,25
39257,Chaos,RenewableEnergy,7
39258,Localized,Paleontology,26
39259,Interspersed,Virology,41
39260,atoms,Cryptocurrencies,24
39261,intense,Cybersecurity,13
39262,bismuth,Bioinformatics,2
39263,Condition,Neuroscience,9
39264,cell,Pollution,31
39265,Dipole,Astrophysics,42
39266,Multiprobe,QuantumPhysics,34
39267,Bayes,Agriculture,19
39268,overheating,ArtificialIntelligence,0
39269,classifier,Modeling,28
39270,Adaptation,Wearables,32
39271,HOSVD-based,Human-ComputerInteraction,15
39272,Pointing,Materials,39
39273,Multiscale,Wearables,32
39274,Tuning,SpaceExploration,12
39275,Vision-based,SocialNetworks,11
39276,Resistive,RenewableEnergy,7
39277,mirror-based,Nanotechnology,3
39278,Classifiers,ClimateChange,1
39279,Vapor,GenomeEditing,10
39280,multifrequency,Virology,41
39281,Integrity,StemCells,6
39282,damping,Epidemiology,4
39283,Improving,UrbanPlanning,16
39284,capacitor,UrbanPlanning,16
39285,mechanical,Oceanography,22
39286,Jul,Genetics,35
39287,2080-2086,GameTheory,30
39288,Generator,Atmosphere,38
39289,Shielding,Nanotechnology,3
39290,Alpha,LanguageProcessing,37
39291,Completely,Epidemiology,4
39292,derivative,Agriculture,19
39293,select,SocialNetworks,11
39294,NbN-based,TissueEngineering,23
39295,Telemeter,GameTheory,30
39296,LABNET,Materials,39
39297,Access,Rights,48
39298,Conversion,SocialNetworks,11
39299,Optimum,Rights,48
39300,VDF-TrFE,Nanotechnology,3
39301,CERN,AugmentedReality,25
39302,Lighting,Wearables,32
39303,Photometer,StemCells,6
39304,Deformation,IoT,45
39305,NRC-NIST,ClimateChange,1
39306,intercomparison,Transportation,43
39307,Modular,LanguageProcessing,37
39308,Fieldbus,Nanotechnology,3
39309,Deterministic,Epidemiology,4
39310,Tactile,Pollution,31
39311,PCV,Addiction,33
39312,linearity,Cybersecurity,13
39313,Regularization,Behavior,44
39314,losses,SocialNetworks,11
39315,Velocimetry,WirelessCommunication,27
39316,Jet,Genetics,35
39317,Attenuation,Rights,48
39318,Transients',IoT,45
39319,breath,Immunology,46
39320,SrTiO,Materials,39
39321,coupled,ClimateChange,1
39322,Readout,Economics,49
39323,preprocessing,Modeling,28
39324,laser-based,Materials,39
39325,friction,Nanotechnology,3
39326,Complete,RenewableEnergy,7
39327,DHF,GameTheory,30
39328,BIA,Ecology,36
39329,fever,Rights,48
39330,Microcalorimeter,Behavior,44
39331,Planar,Agriculture,19
39332,Interstitial,Ecology,36
39333,heating,Ecology,36
39334,low-voltage,Materials,39
39335,Solution,Pollution,31
39336,Forward,Behavior,44
39337,kHz,Agriculture,19
39338,Low,QuantumPhysics,34
39339,Offset,Human-ComputerInteraction,15
39340,NMIJ,Genetics,35
39341,impulsive,Addiction,33
39342,fiber,Neuroscience,9
39343,HVDC,Cryptocurrencies,24
39344,Coupler,TissueEngineering,23
39345,Concept,LanguageProcessing,37
39346,Permeability,Humanities,40
39347,SVD-based,Robotics,8
39348,Wavelengths,Materials,39
39349,Millimeter,Human-ComputerInteraction,15
39350,APF,Astrophysics,42
39351,neuron,Immunology,46
39352,phenomena,Human-ComputerInteraction,15
39353,Low-Power,Economics,49
39354,Pipelined,Materials,39
39355,Magnitude,QuantumPhysics,34
39356,bandwidth,UrbanPlanning,16
39357,time-domain,Ecology,36
39358,Bluetooth-based,Psychology,17
39359,experimental,Nanotechnology,3
39360,video-based,Psychology,17
39361,Block-oriented,Virology,41
39362,gases,Oceanography,22
39363,Splinegon,RenewableEnergy,7
39364,Discrete,Transportation,43
39365,Simulated,Materials,39
39366,delay,DrugDiscovery,14
39367,discrete-time,Economics,49
39368,quadrature,Virology,41
39369,Soils,3DPrinting,21
39370,Subspace-based,Neuroscience,9
39371,CDMA-based,SocialNetworks,11
39372,Miniature,Cybersecurity,13
39373,characteristics,QuantumComputing,5
39374,Baseband,Virology,41
39375,Attempt,Humanities,40
39376,Develop,ArtificialIntelligence,0
39377,Thermistor,Virology,41
39378,Heating,QuantumPhysics,34
39379,bursts,IoT,45
39380,position,Nanotechnology,3
39381,distortions,Immunology,46
39382,algorithm-assisted,ArtificialIntelligence,0
39383,Radios,Humanities,40
39384,Segmentation,TissueEngineering,23
39385,on-wafer,StemCells,6
39386,fountains,Bioinformatics,2
39387,Flexible,Ecology,36
39388,IMA,Addiction,33
39389,Sagnac,Wearables,32
39390,fiber-optic,ArtificialIntelligence,0
39391,diagnostics,Rights,48
39392,typical,Bioinformatics,2
39393,baseband,ClimateChange,1
39394,Shoes,Robotics,8
39395,LPAT,UrbanPlanning,16
39396,Shafts,Immunology,46
39397,Nonidealities,Genetics,35
39398,experiment,Cybersecurity,13
39399,proposal,Modeling,28
39400,moving-coil,Bioinformatics,2
39401,Microelectric,UrbanPlanning,16
39402,calculation,QuantumComputing,5
39403,corrosion,QuantumPhysics,34
39404,Flying,BiomedicalImaging,18
39405,PSGS,StemCells,6
39406,Iterative-type,WirelessCommunication,27
39407,troubleshooting,Addiction,33
39408,Scheduling,UrbanPlanning,16
39409,Frameworks,Agriculture,19
39410,Scripting,TissueEngineering,23
39411,Language,Psychology,17
39412,weighted,Behavior,44
39413,Mechanism,Materials,39
39414,Saturation,Atmosphere,38
39415,Skin,Behavior,44
39416,in-situ,ArtificialIntelligence,0
39417,MVDR,LanguageProcessing,37
39418,lightning,DrugDiscovery,14
39419,Chromatic,CancerBiology,29
39420,laser,CancerBiology,29
39421,dispersion,TissueEngineering,23
39422,spectrometry,Addiction,33
39423,prompt,Humanities,40
39424,factor,Astrophysics,42
39425,Principle,Robotics,8
39426,Maximum,Ecology,36
39427,fusion,Cybersecurity,13
39428,Decorrelation,Rights,48
39429,Spot,DrugDiscovery,14
39430,Coplanar,3DPrinting,21
39431,Dual,SocialNetworks,11
39432,Circular,AugmentedReality,25
39433,Capability,Pollution,31
39434,Generating,Nanotechnology,3
39435,Raman-scattering,DataScience,47
39436,Circuit,Bioinformatics,2
39437,Evaluations,Modeling,28
39438,Shunt,Humanities,40
39439,processing-based,EvolutionaryBiology,20
39440,Absolute,DrugDiscovery,14
39441,Delayless,SpaceExploration,12
39442,differentiation,BiomedicalImaging,18
39443,Scene,IoT,45
39444,FOG,Virology,41
39445,intelligent,Atmosphere,38
39446,strategy,Behavior,44
39447,packet,Epidemiology,4
39448,Monte,Robotics,8
39449,Carlo,GenomeEditing,10
39450,FSCW,Human-ComputerInteraction,15
39451,Advances,QuantumPhysics,34
39452,active-quenching,GenomeEditing,10
39453,reactive,Humanities,40
39454,impedances,DrugDiscovery,14
39455,detectors,UrbanPlanning,16
39456,lead,CancerBiology,29
39457,Delays,Virology,41
39458,microtransducer,DataScience,47
39459,rational,Robotics,8
39460,HTS,ArtificialIntelligence,0
39461,Resolved,ClimateChange,1
39462,Navigation,GenomeEditing,10
39463,Indoor,RenewableEnergy,7
39464,Calibrator,SpaceExploration,12
39465,NIM,Nanotechnology,3
39466,Joule,Cybersecurity,13
39467,Multichip,Pollution,31
39468,Conventional,WirelessCommunication,27
39469,Machines,Paleontology,26
39470,alternatively,TissueEngineering,23
39471,Nonactive,Ecology,36
39472,Phenolics,ArtificialIntelligence,0
39473,Quantifying,Economics,49
39474,equivalence,Rights,48
39475,demonstrated,Behavior,44
39476,Local,GenomeEditing,10
39477,biosensors,AugmentedReality,25
39478,miniature,Cryptocurrencies,24
39479,implantable,QuantumPhysics,34
39480,recurrence,Astrophysics,42
39481,cavities,Epidemiology,4
39482,Amalgamation,3DPrinting,21
39483,Spatially,EvolutionaryBiology,20
39484,Selective,Neuroscience,9
39485,Contactless,Agriculture,19
39486,force,Ecology,36
39487,torque,Wearables,32
39488,High-frequency,Atmosphere,38
39489,Decomposition,GenomeEditing,10
39490,Drive,Ecology,36
39491,Tongue,RenewableEnergy,7
39492,Switching,Epidemiology,4
39493,Multifunction,Transportation,43
39494,Pipelines,LanguageProcessing,37
39495,NDIR,Virology,41
39496,Surgery,BiomedicalImaging,18
39497,Proximity,CancerBiology,29
39498,products,DataScience,47
39499,Spaces,Rights,48
39500,fundamentals,ClimateChange,1
39501,Pulses,Behavior,44
39502,Quantized,Economics,49
39503,Stimulated,Neuroscience,9
39504,Input,WirelessCommunication,27
39505,Memories,Cryptocurrencies,24
39506,Jumps,Humanities,40
39507,Interiors,RenewableEnergy,7
39508,Experiment,Nanotechnology,3
39509,Diode-pumped,Neuroscience,9
39510,Swarm,Epidemiology,4
39511,Calorie,Astrophysics,42
39512,Nutrition,SpaceExploration,12
39513,hydrocyclones,Cybersecurity,13
39514,PLLs,GenomeEditing,10
39515,on-chip,CancerBiology,29
39516,Quantization,Nanotechnology,3
39517,Line,Materials,39
39518,Scan,SocialNetworks,11
39519,Utilization,Epidemiology,4
39520,TWSTT,AugmentedReality,25
39521,SNR,GameTheory,30
39522,Investigating,Nanotechnology,3
39523,Short-duration,Human-ComputerInteraction,15
39524,high-frequency,DrugDiscovery,14
39525,neural-conventional,AugmentedReality,25
39526,Amplitude,SocialNetworks,11
39527,voltmeter,Cybersecurity,13
39528,Practice,Wearables,32
39529,Autoregressive,Atmosphere,38
39530,Circuitry,UrbanPlanning,16
39531,fabrication,LanguageProcessing,37
39532,process,Ecology,36
39533,Modes,Atmosphere,38
39534,improvement,Ecology,36
39535,information-II,Oceanography,22
39536,Dimensional,Astrophysics,42
39537,LHC,Bioinformatics,2
39538,IFDIA,Cybersecurity,13
39539,Bench,Wearables,32
39540,Operation,CancerBiology,29
39541,Revenue,Economics,49
39542,microwave-device,UrbanPlanning,16
39543,embryonic,Neuroscience,9
39544,AVLIS,GenomeEditing,10
39545,Simultaneous,ArtificialIntelligence,0
39546,time-resolved,AugmentedReality,25
39547,Calorimeter,Neuroscience,9
39548,High,Ecology,36
39549,chambers,Immunology,46
39550,fabrication-compatible,SpaceExploration,12
39551,Vertical,GenomeEditing,10
39552,mass,Economics,49
39553,Results,EvolutionaryBiology,20
39554,Volume,TissueEngineering,23
39555,Short,SpaceExploration,12
39556,Medium,Immunology,46
39557,instruments,Paleontology,26
39558,echoes,DataScience,47
39559,spectra,Atmosphere,38
39560,Breast,IoT,45
39561,Mass,Humanities,40
39562,repeatability,LanguageProcessing,37
39563,HPC,ArtificialIntelligence,0
39564,Origin,DrugDiscovery,14
39565,Angles,DataScience,47
39566,Variable,Robotics,8
39567,Open-structure,Nanotechnology,3
39568,resonant,SpaceExploration,12
39569,LISA,EvolutionaryBiology,20
39570,receiver,RenewableEnergy,7
39571,supervisors,Pollution,31
39572,Flicker,SocialNetworks,11
39573,Users,GameTheory,30
39574,Space-time,SpaceExploration,12
39575,propagation,Materials,39
39576,bridges,Bioinformatics,2
39577,Multicolorimetric,Atmosphere,38
39578,Dry,Humanities,40
39579,channels,Addiction,33
39580,Multimode,BiomedicalImaging,18
39581,half-space,Materials,39
39582,Optimized,GameTheory,30
39583,Wobbling,Nanotechnology,3
39584,DAC,ClimateChange,1
39585,Reflectometry,LanguageProcessing,37
39586,Critical,Cybersecurity,13
39587,Amplitudes,Humanities,40
39588,Military,Rights,48
39589,Ground,GenomeEditing,10
39590,Sequential,Genetics,35
39591,Entropy,3DPrinting,21
39592,toroidal,Cybersecurity,13
39593,Gibbs,Agriculture,19
39594,KIS,Psychology,17
39595,electron,BiomedicalImaging,18
39596,fine-structure,Humanities,40
39597,Scanner,DrugDiscovery,14
39598,transformers,Cryptocurrencies,24
39599,Unit,3DPrinting,21
39600,model-based,Rights,48
39601,Slow-wave,Pollution,31
39602,structures-based,Virology,41
39603,Nondirectional,AugmentedReality,25
39604,ADSL,Epidemiology,4
39605,splitters,SpaceExploration,12
39606,beam,Modeling,28
39607,Avogadro-project,EvolutionaryBiology,20
39608,Media,Atmosphere,38
39609,Deployment,Wearables,32
39610,Dew,GameTheory,30
39611,Frost,Genetics,35
39612,Head,CancerBiology,29
39613,powerful,Epidemiology,4
39614,subspaces,Materials,39
39615,joint,Ecology,36
39616,Disposable,TissueEngineering,23
39617,Yield,3DPrinting,21
39618,Repairable,BiomedicalImaging,18
39619,Machinery,GameTheory,30
39620,Swerling,ArtificialIntelligence,0
39621,Targets,Genetics,35
39622,multimeter,Economics,49
39623,Partitioning,Neuroscience,9
39624,boards,LanguageProcessing,37
39625,traveling,Human-ComputerInteraction,15
39626,Multidetector,TissueEngineering,23
39627,Fire,Virology,41
39628,correlator,Human-ComputerInteraction,15
39629,light,Transportation,43
39630,decoupling,IoT,45
39631,Coherent,Virology,41
39632,inversion,CancerBiology,29
39633,air,AugmentedReality,25
39634,scoliosis,Wearables,32
39635,low,Rights,48
39636,Series,Agriculture,19
39637,Pumps,Paleontology,26
39638,Parts,UrbanPlanning,16
39639,Valuable,Behavior,44
39640,Quasi-Analytical,BiomedicalImaging,18
39641,physical,GenomeEditing,10
39642,Alumina,Humanities,40
