Paper_ID,title,author,id,corresponding_author,Author_ID,abstract
9387,A novel method of measurement of synchronous machine losses using synthetic loading.,Barna Szabados|Jafar Soltani|Jerry Hoolboom,19742,Barna Szabados,20028,The study illustrates...
9388,Explosives detection with hard-wired moths.,Brian H. Smith|Frank M. Horine|Kevin C. Daly|Tony L. King,19743,Brian H. Smith,22482,The study proposes...
9389,IEEE 1057 Jitter Test of Waveform Recorders.,Antoni Manuel Lázaro|António Manuel da Cruz Serra|Francisco André Corrêa Alegria|Shahram Shariat-Panahi,19744,Antoni Manuel Lázaro,17426,This paper presents...
9390,A Low-Cost Double-Fiber Model Distributed Optical Fiber Sensor.,Chuantong Wang|Katsunori Shida,19745,Chuantong Wang,22486,The research evaluates...
9391,Primary Standard for S-Parameter Measurements at Intermediate Frequencies (IFs).,André Poletaeff|Djamel Allal|François Ziade,19746,André Poletaeff,18264,This study investigates...
9392,Applications of Compressed Sensing for SAR Moving-Target Velocity Estimation and Image Compression.,Ahmed Shaharyar Khwaja|Jianwei Ma,19747,Ahmed Shaharyar Khwaja,22489,This paper addresses...
9393,Micropotentiometers Providing Low Output Impedance for Millivolt AC-DC Transfer.,Manfred Klonz|Torsten Funck,19748,Manfred Klonz,17506,The research aims to explore...
9394,A Comparison Between Foundations of Metrology and Software Measurement.,Dario Petri|Luca Mari|Luigi Buglione|Paolo Carbone,19749,Dario Petri,18074,The research evaluates...
9395,DNL ADC testing by the exponential shaped voltage.,Ján Saliga|Linus Michaeli|Roland Holcer,19750,Ján Saliga,21067,The study proposes...
9396,Automatic spectral analysis with time series models.,Piet M. T. Broersen,19751,Piet M. T. Broersen,17478,This study investigates...
9397,A/D converters nonlinearity measurement and correction by frequency analysis and dither.,Amerigo Trotta|Filippo Attivissimo|Francesco Adamo|Nicola Giaquinto,19752,Amerigo Trotta,19688,This paper is about...
9398,PX-1000: A Solid-State Polarimetric X-Band Weather Radar and Time-Frequency Multiplexed Waveform for Blind Range Mitigation.,Boon Leng Cheong|Mark B. Yeary|Redmond Kelley|Robert D. Palmer|Tian-You Yu|Yan Zhang,19753,Boon Leng Cheong,22492,The research reveals...
9399,Crosstalk test pattern generation for dynamic programmable logic arrays.,Jianxun Liu|Sunil R. Das|Wen-Ben Jone,19754,Jianxun Liu,22496,This study investigates...
9400,Analysis of Linearity and Frequency Response of a Novel Piezoelectric Flextensional Actuator Using a Homodyne Interferometer and the J,Cláudio Kitano|Emilio Carlos Nelli Silva|Gilder Nader|José Vital Ferraz Leão|Luiz Antônio Perezi Marçal|Ricardo Tokio Higuti,19755,Cláudio Kitano,22497,This paper demonstrates...
9401,An enhanced fiber-optic temperature sensor system for power transformer monitoring.,Antonio Pietrosanto|Antonio Scaglione|Giovanni Betta,19756,Antonio Pietrosanto,18075,The research reveals...
9402,A review of stochastic resonance: circuits and measurement.,Bruce R. Davis|Derek Abbott|Gregory Peter Harmer,19757,Bruce R. Davis,22503,The research reveals...
9403,An open distributed measurement system based on an abstract client-server architecture.,David Macii|Fernando Pianegiani|Paolo Carbone,19758,David Macii,18485,This paper is about...
9404,Evaluation of Correlation Power Analysis Resistance and Its Application on Asymmetric Mask Protected Data Encryption Standard Hardware.,Bo Li|Gugang Gao|Jie Li|Longxing Shi|Peng Cao|Weiwei Shan|Xin Chen,19759,Bo Li,22505,The research evaluates...
9405,"Very low-noise, high-accuracy programmable voltage reference.",Calogero Pace|Carmine Ciofi|Felice Crupi,19760,Calogero Pace,17639,The paper examines...
9406,CSP-Based Sensor Network Architecture for Reconfigurable Measurement Systems.,Gyula Simon|Szilárd Jaskó,19761,Gyula Simon,21111,The paper discusses...
9407,Detecting the blockage of the sensing lines of a differential-pressure flow sensor in a dynamic process using wavelet transform techniques.,Jian Qiu Zhang|Yong Yan,19762,Jian Qiu Zhang,20409,The research reveals...
9408,Fault diagnosis of analog piecewise linear circuits based on homotopy.,Artur Robotycki|Romuald Zielonko,19763,Artur Robotycki,22512,The paper examines...
9409,Measurement of thermoelectric effects in a thermal converter using a NbN/TiN/NbN Josephson junction array.,Akira Shoji|Hirotake Yamamori|Hiroyuki Fujiki|Hitoshi Sasaki|Kunihiko Takahashi,19764,Akira Shoji,19493,This paper is about...
9410,Potential of the single-frequency CPT resonances for magnetic field measurement.,Elena Taskova|Emilia Alipieva|Sanka V. Gateva,19765,Elena Taskova,22513,This paper presents...
9411,Synchronous Demodulator for Autonomous Sensors.,Marco Ferrari|Oscar Casas|Ramon Casanella|Ramon Pallas-Areny|Vittorio Ferrari,19766,Marco Ferrari,22516,The study proposes...
9412,Estimation of signal parameters in the frequency domain in the presence of harmonic interference: a comparative analysis.,Alfonso Pignotti|Alfredo Paolillo|Consolatina Liguori,19767,Alfonso Pignotti,22518,This paper demonstrates...
9413,Editor-in-Chief's Year-End Message.,Reza Zoughi,19768,Reza Zoughi,17914,This study investigates...
9414,Measuring frequency- and temperature-dependent permittivities of food materials.,Philip G. Jr. Bartley|Stuart O. Nelson,19769,Philip G. Jr. Bartley,19415,The research reveals...
9415,A low-power posture measurement system for the treatment of scoliosis.,Doug L. Hill|Edmond Lou|Nelson G. Durdle|V. James Raso,19770,Doug L. Hill,19505,The study analyzes...
9416,Simultaneous measurement of size and electromagnetic property of multilayered spherical sample.,Akio Tanaka|Hiroshi Nakane|Sadao Yamazaki|Teruo Negishi,19771,Akio Tanaka,22519,The study proposes...
9417,A high-frequency thermal power comparator.,A. Michael Gibbes|Des C. Arthur|Ilya F. Budovsky,19772,A. Michael Gibbes,22523,The paper discusses...
9418,Calibrating an Arbitrary Test Fixture for a Symmetric Device by Three Measurements.,Guorui Han|R. Ma|Wenmei Zhang|Xinwei Chen,19773,Guorui Han,22526,This paper is about...
9419,Digital Compensation Techniques for Frequency-Translating Hybrid Analog-to-Digital Converters.,Samad Sheikhaei|Shahriar Mirabbasi|Shahrzad Jalali Mazlouman,19774,Samad Sheikhaei,22530,The paper discusses...
9420,Taylor-Kalman-Fourier Filters for Instantaneous Oscillating Phasor and Harmonic Estimates.,Johnny Rodríguez-Maldonado|José Antonio de la O. Serna,19775,Johnny Rodríguez-Maldonado,22533,The research aims to explore...
9421,Characterization and Modeling of High-Value Inductors in ELF Band Using a Vector Network Analyzer.,José A. Gazquez Parra|Nuria Novas Castellano|Rosa M. Garcia Salvador,19776,José A. Gazquez Parra,22534,The paper discusses...
9422,Comparison Between Thermoelectric and Bolometric Microwave Power Standards.,Emil T. Vremera|Luca Oberto|Luciano Brunetti|Marco Sellone,19777,Emil T. Vremera,19532,The study analyzes...
9423,Real-time identification and predictive control of fast mobile robots using global vision sensing.,Chris H. Messom|Gourab Sen Gupta|Serge N. Demidenko,19778,Chris H. Messom,19556,The research reveals...
9424,FPGA Implementation for Real-Time Empirical Mode Decomposition.,Ying-Yi Hong|Yu-Qing Bao,19779,Ying-Yi Hong,22537,The research evaluates...
9425,An object-oriented model of measurement systems.,Clive Butler|Qingping Yang,19780,Clive Butler,20243,The paper highlights...
9426,Visualization of multidigit manipulation mechanics: manipulation mechanics.,Shouchen Dun|Zong-Ming Li,19781,Shouchen Dun,22539,The paper examines...
9427,A Miniaturized Low-Cost 60-1000-MHz PCB Spectrum Analyzer.,C. E. Rehorn|N. Scott Barker,19782,C. E. Rehorn,22541,The paper examines...
9428,Nonlinearity estimation in power amplifiers based on subsampled temporal data.,Carlos Pantaleón|D. Martínez|Ignacio Santamaría|Jesús Ibáñez-Diaz|Tomás Fernández Ibáñez,19783,Carlos Pantaleón,22543,This study investigates...
9429,Validation of Power Linearity in Terahertz Time-Domain Spectroscopy Using a Programmable Step Attenuator.,Hideki Kuroda|Hitoshi Iida|Keiko Kitagishi|Moto Kinoshita|Yozo Shimada|Yusuke Izutani,19784,Hideki Kuroda,22547,The research reveals...
9430,Diagnostic of a Faulty Induction Motor Drive via Wavelet Decomposition.,Antonello Monti|Ferdinanda Ponci|Loredana Cristaldi|Massimo Lazzaroni,19785,Antonello Monti,17530,This paper presents...
9431,Signal processing support for the evaluation of blood toxic oxidation activity.,Andrzej Barwicz|Joanna Barwicz|Mohamed Ben Slima|Pierre Tancrede,19786,Andrzej Barwicz,19001,This paper is about...
9432,An interface circuit for high-accuracy signal processing of differential-capacitance transducers.,Kenzo Watanabe|Kouji Mochizuki|Takashi Masuda,19787,Kenzo Watanabe,19629,The research aims to explore...
9433,Development of a hybrid laser system: toward an improved working standard at 633 nm.,Jun Ishikawa|Takayuki Kurosu,19788,Jun Ishikawa,22230,This study investigates...
9434,Automatic Fastener Classification and Defect Detection in Vision-Based Railway Inspection Systems.,Fengying Xie|Hao Feng|Jun Shi|Long Chen|Ping Yang|Zhiguo Jiang,19789,Fengying Xie,22554,The research evaluates...
9435,Bayesian Calibration of a Lookup Table for ADC Error Correction.,Henrik Lundin|Luca De Vito|Sergio Rapuano,19790,Henrik Lundin,18398,The paper compares...
9436,A new type of grounding resistance measurement method.,Jing Li|Maotang Li,19791,Jing Li,22560,This paper is about...
9437,"Ten Microseconds Over LAN, for Free (Extended).",Darryl Veitch|Julien Ridoux,19792,Darryl Veitch,22561,This paper presents...
9438,Error-recovery service for the IEEE 802.11b protocol.,Barna Szabados|Mohammed N. Smadi,19793,Barna Szabados,20028,The paper highlights...
9439,Measurement system for a preliminary characterization of flash memory cells for multilevel applications.,Carmine Landi|G. Marotta|Giovanni Bucci|Marco Faccio,19794,Carmine Landi,17798,This paper addresses...
9440,Accurate and Efficient Modeling of FET Cold Noise Sources Using ANNs.,Diego Langoni|Mark H. Weatherspoon,19795,Diego Langoni,22566,This paper is about...
9441,Dynamic Inversion Approach for Electrical Capacitance Tomography.,Jing Lei|Shi Liu,19796,Jing Lei,22567,This study investigates...
9442,Dynamic Compensation of Intelligent Sensors.,Marco P. Schoen,19797,Marco P. Schoen,22569,This paper demonstrates...
9443,High performance millivolt-amplifier for the planar multijunction thermal converter.,Borislav Stojanovic|Manfred Klonz|Milos Stojanovic,19798,Borislav Stojanovic,22570,The research evaluates...
9444,Simple Lock-In Technique for Thickness Measurement of Metallic Plates.,Ermanno Pinotti|Ezio Puppin,19799,Ermanno Pinotti,22572,The research evaluates...
9445,Low-Level Sinusoidal Signal Detection From a High-Resolution Virtual Spectral Image Using Autoregressive Vector Extrapolation.,Cláudio S. Marino|Paul M. Chau,19800,Cláudio S. Marino,22574,This paper addresses...
9446,A novel DSP-based LVDT signal conditioner.,David R. Loker|Ralph M. Ford|Robert S. Weissbach,19801,David R. Loker,22575,The paper examines...
9447,A Low-Cost Platform for Time-Variant Wireless Channel Measurements With Application to Positioning.,Thomas Jost|Wei Wang 0026,19802,Thomas Jost,22578,The paper discusses...
9448,IFFTC-Based Procedure for Hidden Tone Detection.,Alfredo Paolillo|Consolatina Liguori,19803,Alfredo Paolillo,19222,The research aims to explore...
9449,Outdoor Experimental Laboratory for Long-Term Estimation of Photovoltaic-Plant Performance.,Alberto Vallan|Alessio Carullo,19804,Alberto Vallan,18138,The research aims to explore...
9450,"Comments on ""Evanescent microwaves: a novel super-resolution noncontact nondestructive imaging technique for biological applications"" [and reply].",A. Kumar|M. Tabib-Azar,19805,A. Kumar,22580,This paper demonstrates...
9451,Automation of an anaerobic-aerobic wastewater treatment process.,Adrianus C. van Haandel|José Sérgio da Rocha Neto|P. Rezende Barros|Valnyr Vasconcelos Lira,19806,Adrianus C. van Haandel,22582,The paper compares...
9452,Test limitations of parametric faults in analog circuits.,Jacob Savir|Zhen Guo,19807,Jacob Savir,22585,This paper demonstrates...
9453,Use of Natural Fluctuations of Flow Parameters for Measurement of Velocity Vector.,Pawel Ligeza,19808,Pawel Ligeza,22586,The research introduces...
9454,Compressed Sensing for Surface Characterization and Metrology.,Jianwei Ma,19809,Jianwei Ma,20348,The research evaluates...
9455,Level dependence of AC-DC transfer devices.,Karl-Erik Rydler|Pär Simonson,19810,Karl-Erik Rydler,19762,The research aims to explore...
9456,Signal processing and calibration electronics for the metal foil bolometers of RFX.,A. Hoffmann|Andrea Murari,19811,A. Hoffmann,20881,The paper discusses...
9457,A Simple Algorithm for Bayesian Signal Analysis With Applications to Metrology.,Gregory A. Kyriazis,19812,Gregory A. Kyriazis,21356,This paper demonstrates...
9458,On Continuous-Time Incremental ΣΔ ADCs With Extended Range.,Ana Rusu|Julian Garcia|Saul Rodriguez Duenas,19813,Ana Rusu,22588,The study proposes...
9459,A CMOS Integrable Oscillator-Based Front End for High-Dynamic-Range Resistive Sensors.,Alessandra Flammini|Alessandro Depari|Andrea De Marcellis|Andrea Taroni|Daniele Marioli|Giuseppe Ferri|Vincenzo Stornelli,19814,Alessandra Flammini,17454,The study proposes...
9460,IEEE-STD-1057 Three Parameter Sine Wave Fit for SNR Estimation: Performance Analysis and Alternative Estimators.,Per Zetterberg|Peter Händel|Senay Negusse,19815,Per Zetterberg,19377,The paper discusses...
9461,In Situ Monitoring of Photoresist Thickness Uniformity of a Rotating Wafer in Lithography.,Arthur Tay|Weng Khuen Ho|Xiaodong Wu|Xiaoqi Chen,19816,Arthur Tay,22594,The paper discusses...
9462,Optical Fiber Imaging Based Tomographic Reconstruction of Burner Flames.,Gang Lu|Md. Moinul Moinul Hossain|Yong Yan,19817,Gang Lu,18668,The paper examines...
9463,A New 6-DOF Haptic Device for Teleoperation of 6-DOF Serial Robots.,Minh Hung Vu|Uhn Joo Na,19818,Minh Hung Vu,22599,The paper examines...
9464,Electric Field Sensing Scheme Based on Matched hboxLiNbO,Celso Gutiérrez-Martínez|J. Santos-Aguilar,19819,Celso Gutiérrez-Martínez,17957,The study illustrates...
9465,Attenuation-Measurement Technique With a Small Mismatch Uncertainty Using Phase Characteristics of Multiple Reflected Signals.,Anton Widarta|Michiyuki Endo|Tomoteru Kawakami,19820,Anton Widarta,18854,The paper compares...
9466,A DSP-based technique for high-speed A/D conversion to generate coherently sampled sequences.,David W. Guidry|Mark B. Yeary|Mark Burns|Rainer J. Fink,19821,David W. Guidry,22603,The research aims to explore...
9467,A novel spatial filtering velocimeter based on a photodetector array.,Andreas Richter|Klaus C. Michel|Klaus Christofori|Otto F. Fiedler|Swen Bergeler,19822,Andreas Richter,22606,This paper demonstrates...
9468,Nonlinear Stability Prediction of Multibit Delta-Sigma Modulators for Sinusoidal Inputs.,Izzet Kale|Jaswinder Lota|Mohammed Al-Janabi,19823,Izzet Kale,17570,This paper is about...
9469,An Extended Wavelet Spectrum for Bearing Fault Diagnostics.,Jie Liu|M. Farid Golnaraghi|Wilson Wang,19824,Jie Liu,22611,The study proposes...
9470,On the Use of Antenna Diversity Measurements for Mobile DVB-T Performance Assessment.,Danilo Izzo|Leopoldo Angrisani|Mario Farias|Roberto Cavaliere,19825,Danilo Izzo,22614,The research evaluates...
9471,Distributed Photonic Instrumentation for Power System Protection and Control.,Adam Dysko|Campbell D. Booth|Fumio Kawano|Grzegorz Fusiek|Pawel Niewczas|Phil Beaumont|Philip Orr|Tomonori Nishida,19826,Adam Dysko,22617,This paper is about...
9472,Toward a primary frequency standard based on a continuous fountain of laser-cooled cesium atoms.,Alain Joyet|Emmanuel Fretel|Gregor Dudle|Patrick Berthoud|Pierre Thomann,19827,Alain Joyet,22623,The study proposes...
9473,Neural filtering of colored noise based on Kalman filter structure.,Shen-Shu Xiong|Zhao-Ying Zhou,19828,Shen-Shu Xiong,22628,The research reveals...
9474,Fringe Evaluation and Phase Unwrapping of Complicated Fringe Patterns by the Data-Dependent Fringe Processing Method.,Igor Gurov|Mikhail V. Volkov,19829,Igor Gurov,22630,The paper discusses...
9475,The Lift-Off Effect in Eddy Currents on Thickness Modeling and Measurement.,A. Lopes Ribeiro|Helena Maria Geirinhas Ramos|Jakub Kral|Radislav Smid,19830,A. Lopes Ribeiro,22632,The paper discusses...
9476,Characterization and Error Compensation of a Rogowski Coil in the Presence of Harmonics.,Alexander E. Emanuel|Antonio Cataliotti|Dario Di Cara|Giovanni Tinè|Salvatore Nuccio,19831,Alexander E. Emanuel,22636,The paper compares...
9477,Modified LMS-Based Feedback-Reduction Subsystems in Digital Hearing Aids Based on WOLA Filter Bank.,A. Martinez-Leira|Manuel Rosa-Zurera|Raul Vicen-Bueno|Roberto Gil-Pita,19832,A. Martinez-Leira,22637,The paper examines...
9478,CMOS Voltage-to-Frequency Converter With Temperature Drift Compensation.,Belén Calvo|María R. Valero|Nicolás J. Medrano-Marqués|Santiago Celma,19833,Belén Calvo,22639,The paper discusses...
9479,Dynamic Testing of A/D Converters Using the Coherence Function.,Troy C. Richards,19834,Troy C. Richards,22643,The study illustrates...
9480,Multiple Fuzzy Reference Model Adaptive Controller Design for Pitch-Rate Tracking.,Adel A. Ghandakly|Sukumar Kamalasadan,19835,Adel A. Ghandakly,22402,This paper demonstrates...
9481,Circuit Loading in Radio-Frequency Current Measurements: The Insertion Impedance of the Transformer Probes.,Carlo F. M. Carobbi|Luigi M. Millanta,19836,Carlo F. M. Carobbi,22644,The study proposes...
9482,Spectral performance of a micromachined infrared spectrum analyzer in silicon.,Reinoud F. Wolffenbuttel|Seong-Ho Kong,19837,Reinoud F. Wolffenbuttel,17607,The research evaluates...
9483,Hilbert-Huang Transform-Based Vibration Signal Analysis for Machine Health Monitoring.,Robert X. Gao|Ruqiang Yan,19838,Robert X. Gao,20281,The study proposes...
9484,In Vivo Blood Characterization From Bioimpedance Spectroscopy of Blood Pooling.,Andy Adler|Tao Dai,19839,Andy Adler,20707,The research evaluates...
9485,Automatic phase stepping in fiber-optic ESPI by closed-loop gain switching.,Dario Parisi|Giuseppe Martini|Mauro Facchini,19840,Dario Parisi,22648,This paper is about...
9486,Fast Measurement of Quantization Distortions in DSP Algorithms.,Johan Paduart|Johan Schoukens|Yves Rolain,19841,Johan Paduart,22651,The research introduces...
9487,A Coaxial Time Constant Standard for the Determination of Phase Angle Errors of Current Shunts.,Biao Wang|Deshi Zhang|Jiangtao Zhang|Wenfang Liu|Xianlin Pan|Xuefeng Ma|Yang Gu|Zuliang Lu,19842,Biao Wang,20178,This paper presents...
9488,Rapid and accurate inter-robot position determination in robot teams.,G. Thomas|Jason Wu|W. K. Chan,19843,G. Thomas,22652,The study analyzes...
9489,Signal processing of ultrasound modulated by gas flow.,Volker Hans|Volker Skwarek,19844,Volker Hans,22655,The research introduces...
9490,"HV impulse measuring systems analysis and qualification by estimation of measurement errors via FFT, convolution, and IFFT.",Martti Aro|Zdenek Matyas,19845,Martti Aro,22657,This study investigates...
9491,"International comparison of thermal noise-temperature measurements at 2, 4, and 12 GHz.",Dirk Schubert|Friedrich-Immanuel Buchholz|Gareth L. Williams|James P. Randa|John Rice|Joseph Achkar|M. Sinclair|Thierry Colard,19846,Dirk Schubert,22659,The paper highlights...
9492,A High-Dynamic Range Heterodyne Microwave Receiver for Modulated Scattering Measurements.,Mohammad Tayeb Ahmad Ghasr|Reza Zoughi,19847,Mohammad Tayeb Ahmad Ghasr,18038,The paper discusses...
9493,A Method to Detect the Microshock Risk During a Surgical Procedure.,Luiz Eduardo Schardong Spalding|Nelson Jhoe Batistela|Walter Pereira Carpes,19848,Luiz Eduardo Schardong Spalding,22666,The research aims to explore...
9494,Time-Domain MIMO Channel Sounder Based on Code-Division Multiplexing.,Concepcion Garcia-Pardo|Jose Maria Molina Garcia Pardo|Leandro Juan-Llacer,19849,Concepcion Garcia-Pardo,22669,This paper is about...
9495,A Low-Cost Inertial Sensor Based on Shaped Magnetic Fluids.,Angela Beninato|Bruno Ando|Salvatore Baglio,19850,Angela Beninato,17405,This paper addresses...
9496,Correcting Mutual Coupling and Poor Isolation for Real-Time 2-D Microwave Imaging Systems.,Joseph T. Case|Mohammad Tayeb Ahmad Ghasr|Reza Zoughi,19851,Joseph T. Case,18459,The paper highlights...
9497,NIST Sampling System for Accurate AC Waveform Parameter Measurements.,D. I. Bergman,19852,D. I. Bergman,22672,This paper is about...
9498,Real-time method to measure head disk spacing variation under vibration conditions.,Amei Li|David F. L. Jenkins|Terrence Donnelly|Warwick Clegg|Xinqun Liu,19853,Amei Li,22673,This paper addresses...
9499,An Online System of Multispectral Palmprint Verification.,David Zhang|Guangming Lu|Lei Zhang 0006|Wangmeng Zuo|Zhenhua Guo,19854,David Zhang,22008,The paper highlights...
9500,The performance of spectral quality measures.,Piet M. T. Broersen,19855,Piet M. T. Broersen,17478,The research reveals...
9501,The ±45° correlation interferometer as a means to measure phase noise of parametric origin.,Enrico Rubiola|Hermann Stoll|Vincent Giordano,19856,Enrico Rubiola,17947,The paper compares...
9502,Inkjet-Printed Humidity Sensor for Passive UHF RFID Systems.,Atef Z. Elsherbeni|Juha Virtanen|Lauri Sydänheimo|Leena Ukkonen|Toni Björninen,19857,Atef Z. Elsherbeni,19989,The paper compares...
9503,Microwave reflectometry as a novel diagnostic tool for detection of skin cancers.,Daryl G. Beetner|Deepak Narayanswamy|Kundan Chand|Pratik Mehta|Reza Zoughi|William V. Stoecker,19858,Daryl G. Beetner,22681,This paper addresses...
9504,Design of a Novel Envelope Detector for Fast-Settling Circuits.,Belén Calvo|Jose Maria Garcia del Pozo|Juan Pablo Alegre|Santiago Celma,19859,Belén Calvo,22639,This study investigates...
9505,Improvement of metrological performance for low-cost DSP-based board with analog interface circuit.,Alessandro Ferrero|Gabriele D'Antona|Roberto Ottoboni,19860,Alessandro Ferrero,17413,The research reveals...
9506,Simulation of a QMS Including the Effects of Pressure in the Electron-Impact Ion Source.,Jeyan Sreekumar|Stephen Taylor|Thomas J. Hogan,19861,Jeyan Sreekumar,22687,The research introduces...
9507,Quadratic-Nonlinearity Index Based on Bicoherence and its Application in Condition Monitoring of Drive-Train Components.,Abdel-Moez E. Bayoumi|Mohammed A. Hassan|Yong-June Shin,19862,Abdel-Moez E. Bayoumi,18474,The research evaluates...
9508,Manufacture of an RF Magnetic Shielding Plate Having Orientation Characteristics.,H. Endo|M. Itoh|T. Nishikubo,19863,H. Endo,22691,This study investigates...
9509,A reconfigurable high-frequency phase-locked loop.,Bernard Huyart|Fernando Rangel de Sousa,19864,Bernard Huyart,18201,The paper discusses...
9510,Study of detection efficiency of Cd,Amlan Dasgupta|Anthony M. Passalaqua|Bindu Pillai|Daniel B. Sheffer|George C. Giakos|Jibril Odogba|Ravi Kumar Guntupalli|Richard Nemer|Robert J. Endorf|Samir Chowdhury|Sankararaman Suryanarayanan|Srinivasan Vedantham|Victor A. Vega-Lozada,19865,Amlan Dasgupta,22694,This paper is about...
9511,An AC voltage standard based on a PWM DAC.,John Pickering|Paul S. Wright,19866,John Pickering,22701,The paper examines...
9512,Development of a Four-Channel Johnson Noise Thermometry System.,Alessio Pollarolo|Chiharu Urano|Horst Rogalla|Jifeng Qu|Paul D. Dresselhaus|Samuel P. Benz,19867,Alessio Pollarolo,18317,This paper addresses...
9513,Integration of MEMS Inertial and Pressure Sensors for Vertical Trajectory Determination.,Edward J. Park|Jung-Keun Lee|Reynald Hoskinson|Shaghayegh Zihajehzadeh|Tien Jung Lee,19868,Edward J. Park,22702,This study investigates...
9514,Finite sample properties of ARMA order selection.,Piet M. T. Broersen|Stijn de Waele,19869,Piet M. T. Broersen,17478,The research reveals...
9515,Microwave Dielectric-Loaded Rectangular Waveguide Resonator for Depth Evaluation of Shallow Flaws in Metals.,Andrew McClanahan|Donald D. Palmer|Reza Zoughi|Sergey Kharkovsky,19870,Andrew McClanahan,20747,This paper addresses...
9516,Development of current sensor for cutting force measurement in turning.,Xiaoli Li,19871,Xiaoli Li,22708,The paper compares...
9517,Preprocessing Correction for Micronucleus Image Detection Affected by Contemporaneous Alterations.,Domenico Grimaldi|Domenico Luca Carnì|Francesco Lamonaca,19872,Domenico Grimaldi,17346,The research reveals...
9518,An evaluation of two methods for comparing Josephson voltage standards of two laboratories.,Melquiades T. Salazar|Stuart L. Kupferman|Yi-Hua Tang,19873,Melquiades T. Salazar,22709,This paper demonstrates...
9519,Sensor Fusion Method for Horizon Detection From an Aircraft in Low Visibility Conditions.,Changjiang Liu|Hongyu Yang|Kok Kiong Tan|Yi Zhang,19874,Changjiang Liu,22711,The paper compares...
9520,"MIMO-OFDMA Measurements; Reception, Testing, and Evaluation of WiMAX MIMO Signals With a Single Channel Receiver.",Hüseyin Arslan|Mustafa E. Sahin,19875,Hüseyin Arslan,22715,The study illustrates...
9521,Error analysis and reduction for a simple sensor-microcontroller interface.,Ramon Bragós|Ramon Pallas-Areny|Ángel Custodio,19876,Ramon Bragós,22717,The research introduces...
9522,Capacitance Sensor for Nondestructive Measurement of Moisture Content in Nuts and Grain.,Chari V. K. Kandala|Chris L. Butts|Stuart O. Nelson,19877,Chari V. K. Kandala,22719,The paper highlights...
9523,Gaussian Beams and Spatial Modulation in Nanopositioning.,David Haddad|G. Geneves|M. Wakim|Patrick Juncar,19878,David Haddad,22721,The research evaluates...
9524,Modeling in the presence of switching uncertainties.,Rik Pintelon|Wendy Van Moer|Yves Rolain,19879,Rik Pintelon,18198,This paper is about...
9525,In situ measurements of the complex permittivity of materials using reflection ellipsometry in the microwave band: theory (part I).,Christophe Vignat|Faroudja Bentabet|Florence Sagnard,19880,Christophe Vignat,22724,The paper discusses...
9526,Accurate Assessment of Electromagnetic Exposure From WiMAX Signals Using a Spectrum Analyzer.,Christof Olivier|Luc Martens|Wout Joseph,19881,Christof Olivier,18204,This paper addresses...
9527,Experimental evaluation of a bandwidth allocation scheme for foundation fieldbus.,In-Ho Choi|Seung Ho Hong,19882,In-Ho Choi,22727,The study analyzes...
9528,Stirred-Mode Operation of Reverberation Chambers for EMC Testing.,Charles F. Bunting|James C. West|Vignesh Rajamani,19883,Charles F. Bunting,22728,The study illustrates...
9529,Novel Methods for Noncontact Heart Rate Measurement: A Feasibility Study.,Gregor Gersak|Janko Drnovsek|Jure Kranjec|Samo Begus,19884,Gregor Gersak,22731,The research reveals...
9530,Non-Invasive Fast Detection of Internal Fouling Layers in Tubes and Ducts by Acoustic Vibration Analysis.,Antonio Marcus Nogueira de Lima|Franz Helmut Neff|Jaidilson Jó da Silva|José Sérgio da Rocha Neto,19885,Antonio Marcus Nogueira de Lima,20619,The paper compares...
9531,Special Section in IEEE Transactions on Instrumentation and Measurement on Biometric Instrumentation and Measurement.,David Zhang|Fabio Scotti,19886,David Zhang,22008,The paper highlights...
9532,Development of a six-component miniature force sensor using silicon micromachining and conventional machining technologies [for microrobotics application].,C. D. Jr. Mote|W. L. Jin,19887,C. D. Jr. Mote,22735,The study analyzes...
9533,Synchronization of Sampling-Based Measuring Systesm.,Alessandro Mortara|Frédéric Overney,19888,Alessandro Mortara,18932,The research evaluates...
9534,Editor-in-Chief's Year-End Message.,Alessandro Ferrero,19889,Alessandro Ferrero,17413,This paper demonstrates...
9535,Self-Powered Wireless Sensor for Air Temperature and Velocity Measurements With Energy Harvesting Capability.,Emilio Sardini|Mauro Serpelloni,19890,Emilio Sardini,18320,The research evaluates...
9536,On-Road Sensor Configuration Design for Traffic Flow Prediction Using Fuzzy Neural Networks and Taguchi Method.,Kit Yan Chan|Tharam S. Dillon,19891,Kit Yan Chan,21229,The research reveals...
9537,Automation of Direct Josephson Voltage Standard Comparison and an Application.,Yi-Hua Tang,19892,Yi-Hua Tang,19972,The study illustrates...
9538,Development of Laguerre Neural-Network-Based Intelligent Sensors for Wireless Sensor Networks.,Goutam Chakraborty|Jagdish Chandra Patra|Pramod Kumar Meher,19893,Goutam Chakraborty,22738,The research introduces...
9539,Measurements of near-infrared frequency mixing by metal-semiconductor point-contact diodes.,Andrea De Michele|Augusto Moretti|Cesare Svelto|Elio Bava|Enrico Maccioni|Fiodor Sorrentino|Gianluca Galzerano|Giorgio Carelli|Marco Prevedelli|Niccolò Beverini,19894,Andrea De Michele,22314,The research aims to explore...
